candidate_id,source_generator,parent_mol_id,canonical_smiles,inchikey,valid_rdkit,unique_flag,novel_flag,mw,logp,tpsa,hbd,hba,rotatable_bonds,qed,sa_score,murcko_scaffold,max_ring_size,has_macrocycle_12_20,has_constrained_ring_8_11,passes_basic_filters,generation_notes,best_score,qed_admet,sa_score_admet,mw_admet,logp_admet,tpsa_admet,hbd_admet,hba_admet,rotatable_bonds_admet,lipinski_violations,veber_pass,admet_score,synthesis_score,safety_proxy_score,main_risk,pose_score,pose_decision,contacts_within_4A,hard_clashes_lt_1_8A,smiles,docking_score,diversity_cluster,docking_score_scaled,novelty_score,final_weighted_score,rank,decision,diverse_rank,selection_tier
CAND_7f6895293f,v5_3_model_guided_macrocycle,JAK2_b8536fbab5,NC(=O)c1cnc2c3c1[nH]c1cc(ccc13)-c1ccc(nn1)N1CCS(=O)(=O)CC1CCCC1CC1[C@H](C(F)(F)F)N2,ZJAZRXXCVYSBPT-KQKSEEEZSA-N,True,True,True,599.639,4.0382,146.96,3,8,1,0.2972,5.912,O=S1(=O)CCN2c3ccc(nn3)-c3ccc4c(c3)[nH]c3ccnc(c34)NCC3CC3CCCC2C1,19,True,False,True,"v5_3_model_guided_anchor_pair=10-27;anchor_scores=0.079,0.079;linker_length=3;target_ring=18;linker_prob=0.649;chemotype=oxa_aza",-9.9,0.2972,5.912,599.639,4.0382,146.96,3,8,1,1,False,0.50224,0.454222,1.0,1_lipinski_violations;veber_fail,0.5,,,,NC(=O)c1cnc2c3c1[nH]c1cc(ccc13)-c1ccc(nn1)N1CCS(=O)(=O)CC1CCCC1CC1[C@H](C(F)(F)F)N2,-9.9,scaffold_fdd9f3be,0.6511627906976745,1.0,0.621488,27,backup_candidate,27,backup_candidate
CAND_76774df791,v5_3_model_guided_macrocycle,JAK2_9dcdbe0544,N#C[C@H]1CC2COCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N2C1,CJARQMPCFPOYTL-ZYFOBHMOSA-N,True,True,True,420.473,1.2688,124.0,2,6,1,0.716,4.667,O=C1N[C@H](C2CC2)C(=O)N2CCCC2COCC2(CC2)c2cnc3[nH]cc1c3n2,14,True,False,True,"v5_3_model_guided_anchor_pair=19-4;anchor_scores=0.691,0.079;linker_length=3;target_ring=13;linker_prob=0.234;chemotype=oxa",-8.7,0.716,4.667,420.473,1.2688,124.0,2,6,1,0,True,0.8722,0.592556,1.0,no_major_descriptor_risk,0.5,,,,N#C[C@H]1CC2COCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N2C1,-8.7,scaffold_799b9e32,0.3720930232558138,1.0,0.618556,28,hold_for_review,28,backup_candidate
CAND_010738c49b,v5_3_model_guided_macrocycle,JAK2_69b6c7ad6e,N#C[C@@H]1CC2CNCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N2C1,GDOIQDMSOKVZOZ-WAPNNBGYSA-N,True,True,True,419.489,0.8418,126.8,3,6,1,0.6287,4.661,O=C1N[C@H](C2CC2)C(=O)N2CCCC2CNCC2(CC2)c2cnc3[nH]cc1c3n2,14,True,False,True,"v5_3_model_guided_anchor_pair=19-4;anchor_scores=0.691,0.079;linker_length=3;target_ring=13;linker_prob=0.234;chemotype=aza",-8.7,0.6287,4.661,419.489,0.8418,126.8,3,6,1,0,True,0.832915,0.593222,1.0,no_major_descriptor_risk,0.5,,,,N#C[C@@H]1CC2CNCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N2C1,-8.7,scaffold_3c8237b7,0.3720930232558138,1.0,0.610799,29,hold_for_review,29,backup_candidate
CAND_584cb6401d,v5_3_model_guided_macrocycle,JAK2_69b6c7ad6e,N#C[C@@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3CC3CCCC23CC3)C1,HOMDVHDDTYNNLA-URGFFDDHSA-N,True,True,True,418.501,2.496,114.77,2,5,1,0.7384,4.906,O=C1N[C@@H](C(=O)N2CCCC2)C2(CCCC3CC3c3cnc4[nH]cc1c4n3)CC2,13,True,False,True,"v5_3_model_guided_anchor_pair=24-20;anchor_scores=0.691,0.079;linker_length=3;target_ring=12;linker_prob=0.278;chemotype=oxa_aza",-8.6,0.7384,4.906,418.501,2.496,114.77,2,5,1,0,True,0.88228,0.566,1.0,no_major_descriptor_risk,0.5,,,,N#C[C@@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3CC3CCCC23CC3)C1,-8.6,scaffold_61f7d7f4,0.34883720930232553,1.0,0.608449,30,hold_for_review,30,backup_candidate
CAND_4ea78847f9,v5_3_model_guided_macrocycle,JAK2_1a53985c87,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CC2)COCC2(C#N)CN(C2)C1=O,LLFMNXCGHFDIIM-INIZCTEOSA-N,True,True,True,422.489,1.5164,124.0,2,6,0,0.6633,4.053,O=C1NCC(=O)N2CC(COCC3(CC3)c3cnc4[nH]cc1c4n3)C2,15,True,False,True,"v5_3_model_guided_anchor_pair=15-24;anchor_scores=0.691,0.691;linker_length=3;target_ring=14;linker_prob=0.291;chemotype=oxa",-8.5,0.6633,4.053,422.489,1.5164,124.0,2,6,0,0,True,0.848485,0.660778,1.0,no_major_descriptor_risk,0.5,,,,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CC2)COCC2(C#N)CN(C2)C1=O,-8.5,scaffold_45bea2e3,0.32558139534883723,1.0,0.607767,31,hold_for_review,31,backup_candidate
CAND_aaa379f29a,v5_3_model_guided_macrocycle,JAK2_1a53985c87,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CC2)CSCC2(C#N)CN(C2)C1=O,HDHLLIARLPEAJD-INIZCTEOSA-N,True,True,True,438.557,2.233,114.77,2,6,0,0.6518,4.142,O=C1NCC(=O)N2CC(CSCC3(CC3)c3cnc4[nH]cc1c4n3)C2,15,True,False,True,"v5_3_model_guided_anchor_pair=15-24;anchor_scores=0.691,0.691;linker_length=3;target_ring=14;linker_prob=0.291;chemotype=thioether",-8.5,0.6518,4.142,438.557,2.233,114.77,2,6,0,0,True,0.84331,0.650889,1.0,no_major_descriptor_risk,0.5,,,,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CC2)CSCC2(C#N)CN(C2)C1=O,-8.5,scaffold_e766e157,0.32558139534883723,1.0,0.605249,32,hold_for_review,32,backup_candidate
CAND_ffa2b05eef,v5_3_model_guided_macrocycle,JAK2_c385760536,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)CNCC3CC32)C1,WTHHTEOIGGPMKZ-QWQCLYJRSA-N,True,True,True,405.462,0.3092,126.8,3,6,1,0.6267,4.583,O=C1N[C@@H](C(=O)N2CCC2)C2CC2CNCC2(CC2)c2cnc3[nH]cc1c3n2,13,True,False,True,"v5_3_model_guided_anchor_pair=18-24;anchor_scores=0.691,0.079;linker_length=3;target_ring=12;linker_prob=0.264;chemotype=aza",-8.6,0.6267,4.583,405.462,0.3092,126.8,3,6,1,0,True,0.832015,0.601889,1.0,no_major_descriptor_risk,0.5,,,,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)CNCC3CC32)C1,-8.6,scaffold_9c5f2b81,0.34883720930232553,1.0,0.603779,33,hold_for_review,33,backup_candidate
CAND_d4292dc600,v5_3_model_guided_macrocycle,JAK2_9dcdbe0544,N#C[C@H]1CC2CNCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N2C1,GDOIQDMSOKVZOZ-ZYFOBHMOSA-N,True,True,True,419.489,0.8418,126.8,3,6,1,0.6287,4.661,O=C1N[C@H](C2CC2)C(=O)N2CCCC2CNCC2(CC2)c2cnc3[nH]cc1c3n2,14,True,False,True,"v5_3_model_guided_anchor_pair=19-4;anchor_scores=0.691,0.079;linker_length=3;target_ring=13;linker_prob=0.234;chemotype=aza",-8.6,0.6287,4.661,419.489,0.8418,126.8,3,6,1,0,True,0.832915,0.593222,1.0,no_major_descriptor_risk,0.5,,,,N#C[C@H]1CC2CNCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N2C1,-8.6,scaffold_3c8237b7,0.34883720930232553,1.0,0.602659,34,hold_for_review,0,not_selected
CAND_d6e2fc541d,v5_3_model_guided_macrocycle,JAK2_1a53985c87,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CC2)CNCC2(C#N)CN(C2)C1=O,PFYDKIOCMNZLOV-INIZCTEOSA-N,True,True,True,421.505,1.0894,126.8,3,6,0,0.5844,4.047,O=C1NCC(=O)N2CC(CNCC3(CC3)c3cnc4[nH]cc1c4n3)C2,15,True,False,True,"v5_3_model_guided_anchor_pair=15-24;anchor_scores=0.691,0.691;linker_length=3;target_ring=14;linker_prob=0.291;chemotype=aza",-8.5,0.5844,4.047,421.505,1.0894,126.8,3,6,0,0,True,0.81298,0.661444,1.0,no_major_descriptor_risk,0.5,,,,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CC2)CNCC2(C#N)CN(C2)C1=O,-8.5,scaffold_adcba5e1,0.32558139534883723,1.0,0.600766,35,hold_for_review,34,backup_candidate
CAND_6d30b04ba5,v5_3_model_guided_macrocycle,JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)COCC3CC32)C1,FYCAHTMFAMULSV-PNDQRGPWSA-N,True,True,True,420.473,1.1263,124.0,2,6,1,0.7126,4.917,O=C1N[C@@H](C(=O)N2CCCC2)C2CC2COCC2(CC2)c2cnc3[nH]cc1c3n2,13,True,False,True,"v5_3_model_guided_anchor_pair=19-25;anchor_scores=0.691,0.079;linker_length=3;target_ring=12;linker_prob=0.278;chemotype=oxa",-8.5,0.7126,4.917,420.473,1.1263,124.0,2,6,1,0,True,0.87067,0.564778,1.0,no_major_descriptor_risk,0.5,,,,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)COCC3CC32)C1,-8.5,scaffold_f4852c4b,0.32558139534883723,1.0,0.597804,36,hold_for_review,35,backup_candidate
CAND_02bca8d718,v5_3_model_guided_macrocycle,JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3CC3CSCC23CC3)C1,YLWJLPCJNFQMCO-XILSRCRHSA-N,True,True,True,436.541,2.0589,114.77,2,6,1,0.7072,5.006,O=C1N[C@@H](C(=O)N2CCCC2)C2(CC2)CSCC2CC2c2cnc3[nH]cc1c3n2,13,True,False,True,"v5_3_model_guided_anchor_pair=24-20;anchor_scores=0.691,0.079;linker_length=3;target_ring=12;linker_prob=0.278;chemotype=thioether",-8.5,0.7072,5.006,436.541,2.0589,114.77,2,6,1,0,True,0.86824,0.554889,1.0,no_major_descriptor_risk,0.5,,,,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3CC3CSCC23CC3)C1,-8.5,scaffold_455fe927,0.32558139534883723,1.0,0.595835,37,hold_for_review,36,backup_candidate
CAND_38de1fc846,v5_3_model_guided_macrocycle,JAK2_69b6c7ad6e,N#C[C@@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3CC3CSCC23CC3)C1,YLWJLPCJNFQMCO-YGFYOVKCSA-N,True,True,True,436.541,2.0589,114.77,2,6,1,0.7072,5.006,O=C1N[C@@H](C(=O)N2CCCC2)C2(CC2)CSCC2CC2c2cnc3[nH]cc1c3n2,13,True,False,True,"v5_3_model_guided_anchor_pair=24-20;anchor_scores=0.691,0.079;linker_length=3;target_ring=12;linker_prob=0.278;chemotype=thioether",-8.5,0.7072,5.006,436.541,2.0589,114.77,2,6,1,0,True,0.86824,0.554889,1.0,no_major_descriptor_risk,0.5,,,,N#C[C@@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3CC3CSCC23CC3)C1,-8.5,scaffold_455fe927,0.32558139534883723,1.0,0.595835,38,hold_for_review,0,not_selected
CAND_1e356c92c8,v5_3_model_guided_macrocycle,JAK2_69b6c7ad6e,N#C[C@@H]1CC2COCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N2C1,CJARQMPCFPOYTL-WAPNNBGYSA-N,True,True,True,420.473,1.2688,124.0,2,6,1,0.716,4.667,O=C1N[C@H](C2CC2)C(=O)N2CCCC2COCC2(CC2)c2cnc3[nH]cc1c3n2,14,True,False,True,"v5_3_model_guided_anchor_pair=19-4;anchor_scores=0.691,0.079;linker_length=3;target_ring=13;linker_prob=0.234;chemotype=oxa",-8.4,0.716,4.667,420.473,1.2688,124.0,2,6,1,0,True,0.8722,0.592556,1.0,no_major_descriptor_risk,0.5,,,,N#C[C@@H]1CC2COCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N2C1,-8.4,scaffold_799b9e32,0.30232558139534893,1.0,0.594137,39,hold_for_review,0,not_selected
CAND_49e76c18fa,v5_3_model_guided_macrocycle,JAK2_69b6c7ad6e,N#C[C@@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CCCC4CC42)CC3)C1,XBZKYLTXKLNUSQ-WYXOVGLDSA-N,True,True,True,418.501,2.28,114.77,2,5,1,0.7373,4.906,O=C1N[C@@H](C(=O)N2CCCC2)C2CC2CCCC2(CC2)c2cnc3[nH]cc1c3n2,13,True,False,True,"v5_3_model_guided_anchor_pair=19-25;anchor_scores=0.691,0.079;linker_length=3;target_ring=12;linker_prob=0.278;chemotype=alkyl",-8.4,0.7373,4.906,418.501,2.28,114.77,2,5,1,0,True,0.881785,0.566,1.0,no_major_descriptor_risk,0.5,,,,N#C[C@@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CCCC4CC42)CC3)C1,-8.4,scaffold_d4abe080,0.30232558139534893,1.0,0.592071,40,hold_for_review,0,not_selected
CAND_b7ff913a58,v5_3_model_guided_macrocycle,JAK2_c385760536,N#CC12CCCCCCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N(C1)C2,JSANKVNBIUHLQY-LJQANCHMSA-N,True,True,True,446.555,3.2043,114.77,2,5,1,0.698,4.311,O=C1N[C@H](C2CC2)C(=O)N2CC(CCCCCCC3(CC3)c3cnc4[nH]cc1c4n3)C2,18,True,False,True,"v5_3_model_guided_anchor_pair=2-18;anchor_scores=0.691,0.691;linker_length=6;target_ring=17;linker_prob=0.209;chemotype=alkyl",-8.3,0.698,4.311,446.555,3.2043,114.77,2,5,1,0,True,0.8641,0.632111,1.0,no_major_descriptor_risk,0.5,,,,N#CC12CCCCCCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N(C1)C2,-8.3,scaffold_d39d14ec,0.2790697674418607,1.0,0.590311,41,hold_for_review,37,backup_candidate
CAND_4791e858cc,v5_3_model_guided_macrocycle,JAK2_c385760536,N#CC12CCCOCCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N(C1)C2,UCMKEZGQMVNLBU-GOSISDBHSA-N,True,True,True,448.527,2.0506,124.0,2,6,1,0.6881,4.322,O=C1N[C@H](C2CC2)C(=O)N2CC(CCCOCCC3(CC3)c3cnc4[nH]cc1c4n3)C2,18,True,False,True,"v5_3_model_guided_anchor_pair=2-18;anchor_scores=0.691,0.691;linker_length=6;target_ring=17;linker_prob=0.209;chemotype=oxa",-8.3,0.6881,4.322,448.527,2.0506,124.0,2,6,1,0,True,0.859645,0.630889,1.0,no_major_descriptor_risk,0.5,,,,N#CC12CCCOCCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N(C1)C2,-8.3,scaffold_343c25e6,0.2790697674418607,1.0,0.589237,42,hold_for_review,38,backup_candidate
CAND_7f7760bbec,v5_3_model_guided_macrocycle,JAK2_9dcdbe0544,N#C[C@H]1CC2CCCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N2C1,SZNOMDJPNRVXHW-JGNDPHQUSA-N,True,True,True,418.501,2.4225,114.77,2,5,1,0.7381,4.656,O=C1N[C@H](C2CC2)C(=O)N2CCCC2CCCC2(CC2)c2cnc3[nH]cc1c3n2,14,True,False,True,"v5_3_model_guided_anchor_pair=19-4;anchor_scores=0.691,0.079;linker_length=3;target_ring=13;linker_prob=0.234;chemotype=alkyl",-8.3,0.7381,4.656,418.501,2.4225,114.77,2,5,1,0,True,0.882145,0.593778,1.0,no_major_descriptor_risk,0.5,,,,N#C[C@H]1CC2CCCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N2C1,-8.3,scaffold_802ce68f,0.2790697674418607,1.0,0.58817,43,hold_for_review,0,not_selected
CAND_79995adf19,v5_3_model_guided_macrocycle,JAK2_b8536fbab5,NC(=O)c1cnc2c3c1[nH]c1cc(ccc13)-c1ccc(nn1)N1CCS(=O)(=O)C(CSCC3(CC3)[C@H](C(F)(F)F)N2)C1,KWOAKWBMRZHFMC-FFMAFDDDSA-N,True,True,True,617.679,3.7452,146.96,3,9,1,0.2907,5.512,O=S1(=O)CCN2CC1CSCC1(CC1)CNc1nccc3[nH]c4cc(ccc4c13)-c1ccc2nn1,19,True,False,True,"v5_3_model_guided_anchor_pair=9-28;anchor_scores=0.691,0.079;linker_length=3;target_ring=18;linker_prob=0.649;chemotype=thioether",-9.4,0.2907,5.512,617.679,3.7452,146.96,3,9,1,1,False,0.499315,0.498667,1.0,1_lipinski_violations;veber_fail,0.5,,,,NC(=O)c1cnc2c3c1[nH]c1cc(ccc13)-c1ccc(nn1)N1CCS(=O)(=O)C(CSCC3(CC3)[C@H](C(F)(F)F)N2)C1,-9.4,scaffold_6b824a7a,0.5348837209302326,1.0,0.586872,44,hold_for_review,39,backup_candidate
CAND_67e4c4c09b,v5_3_model_guided_macrocycle,JAK2_c385760536,N#CC12CCCSCCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N(C1)C2,BVIHMRVZUSIGAB-GOSISDBHSA-N,True,True,True,464.595,2.7672,114.77,2,6,1,0.6707,4.412,O=C1N[C@H](C2CC2)C(=O)N2CC(CCCSCCC3(CC3)c3cnc4[nH]cc1c4n3)C2,18,True,False,True,"v5_3_model_guided_anchor_pair=2-18;anchor_scores=0.691,0.691;linker_length=6;target_ring=17;linker_prob=0.209;chemotype=thioether",-8.3,0.6707,4.412,464.595,2.7672,114.77,2,6,1,0,True,0.851815,0.620889,1.0,no_major_descriptor_risk,0.5,,,,N#CC12CCCSCCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N(C1)C2,-8.3,scaffold_c2ee6965,0.2790697674418607,1.0,0.586171,45,hold_for_review,40,backup_candidate
CAND_893be87c2e,v5_3_model_guided_macrocycle,JAK2_b8536fbab5,NC(=O)c1cnc2c3c1[nH]c1cc(ccc13)-c1ccc(nn1)N1CCS(=O)(=O)C(CNCC3(CC3)[C@H](C(F)(F)F)N2)C1,IAEQNVPUVYIAKQ-FFMAFDDDSA-N,True,True,True,600.627,2.6016,158.99,4,9,1,0.2577,5.417,O=S1(=O)CCN2CC1CNCC1(CC1)CNc1nccc3[nH]c4cc(ccc4c13)-c1ccc2nn1,19,True,False,True,"v5_3_model_guided_anchor_pair=9-28;anchor_scores=0.691,0.079;linker_length=3;target_ring=18;linker_prob=0.649;chemotype=aza",-9.4,0.2577,5.417,600.627,2.6016,158.99,4,9,1,1,False,0.484465,0.509222,1.0,1_lipinski_violations;veber_fail,0.5,,,,NC(=O)c1cnc2c3c1[nH]c1cc(ccc13)-c1ccc(nn1)N1CCS(=O)(=O)C(CNCC3(CC3)[C@H](C(F)(F)F)N2)C1,-9.4,scaffold_b3ac9860,0.5348837209302326,1.0,0.585486,46,hold_for_review,41,backup_candidate
CAND_826c88beb5,v5_3_model_guided_macrocycle,JAK2_1a53985c87,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CCCC3C(C#N)CN3C1=O)CC2,MZARHELMJIUXBU-RWKZGTHUSA-N,True,True,True,420.517,2.6685,114.77,2,5,0,0.6799,4.542,O=C1NCC(=O)N2CCC2CCCC2(CC2)c2cnc3[nH]cc1c3n2,14,True,False,True,"v5_3_model_guided_anchor_pair=15-23;anchor_scores=0.691,0.079;linker_length=3;target_ring=13;linker_prob=0.353;chemotype=oxa_aza",-8.3,0.6799,4.542,420.517,2.6685,114.77,2,5,0,0,True,0.855955,0.606444,1.0,no_major_descriptor_risk,0.5,,,,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CCCC3C(C#N)CN3C1=O)CC2,-8.3,scaffold_83c3d09c,0.2790697674418607,1.0,0.584832,47,hold_for_review,42,backup_candidate
CAND_453a8d70ca,v5_3_model_guided_macrocycle,JAK2_dbe7510318,O=C1Nc2c[nH]nc2-c2nc3ccc(cc3[nH]2)CN2CCOCC2CNCOCC2(CC2)N1,IZSUYVKQMSNHRR-UHFFFAOYSA-N,True,True,True,452.519,1.3852,132.22,5,7,0,0.3482,4.22,O=C1Nc2c[nH]nc2-c2nc3ccc(cc3[nH]2)CN2CCOCC2CNCOCC2(CC2)N1,19,True,False,True,"v5_3_model_guided_anchor_pair=25-16;anchor_scores=0.691,0.079;linker_length=5;target_ring=18;linker_prob=0.200;chemotype=oxa_aza",-8.6,0.3482,4.22,452.519,1.3852,132.22,5,7,0,0,True,0.70669,0.642222,1.0,no_major_descriptor_risk,0.5,,,,O=C1Nc2c[nH]nc2-c2nc3ccc(cc3[nH]2)CN2CCOCC2CNCOCC2(CC2)N1,-8.6,scaffold_453a8d70,0.34883720930232553,1.0,0.584764,48,hold_for_review,43,backup_candidate
CAND_e6c0627bb9,v5_3_model_guided_macrocycle,JAK2_1a53985c87,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CCOCNCC3(C#N)CN(C3)C1=O)CC2,MUCGFCOGPOVGDH-SFHVURJKSA-N,True,True,True,465.558,1.4536,136.03,3,7,0,0.5357,4.292,O=C1NCC(=O)N2CC(CNCOCCC3(CC3)c3cnc4[nH]cc1c4n3)C2,18,True,False,True,"v5_3_model_guided_anchor_pair=15-24;anchor_scores=0.691,0.691;linker_length=6;target_ring=17;linker_prob=0.248;chemotype=oxa_aza",-8.4,0.5357,4.292,465.558,1.4536,136.03,3,7,0,0,True,0.791065,0.634222,1.0,no_major_descriptor_risk,0.5,,,,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CCOCNCC3(C#N)CN(C3)C1=O)CC2,-8.4,scaffold_8585b626,0.30232558139534893,1.0,0.58416,49,hold_for_review,44,backup_candidate
CAND_8b6de06a0f,v5_3_model_guided_macrocycle,JAK2_c385760536,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CCOCCC24CC4)CC3)C1,WDPWVXOYSLJQGF-SFHVURJKSA-N,True,True,True,434.5,1.6605,124.0,2,6,1,0.7035,4.244,O=C1N[C@@H](C(=O)N2CCC2)C2(CCOCCC3(CC3)c3cnc4[nH]cc1c4n3)CC2,14,True,False,True,"v5_3_model_guided_anchor_pair=18-23;anchor_scores=0.691,0.691;linker_length=5;target_ring=13;linker_prob=0.225;chemotype=oxa",-8.2,0.7035,4.244,434.5,1.6605,124.0,2,6,1,0,True,0.866575,0.639556,1.0,no_major_descriptor_risk,0.5,,,,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CCOCCC24CC4)CC3)C1,-8.2,scaffold_ee0b6c86,0.255813953488372,1.0,0.583783,50,hold_for_review,45,backup_candidate
CAND_a6e2aca7fb,v5_3_model_guided_macrocycle,JAK2_9dcdbe0544,N#C[C@H]1CC2CSCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N2C1,LPLMSPHZWKDSFN-ZYFOBHMOSA-N,True,True,True,436.541,1.9854,114.77,2,6,1,0.7065,4.756,O=C1N[C@H](C2CC2)C(=O)N2CCCC2CSCC2(CC2)c2cnc3[nH]cc1c3n2,14,True,False,True,"v5_3_model_guided_anchor_pair=19-4;anchor_scores=0.691,0.079;linker_length=3;target_ring=13;linker_prob=0.234;chemotype=thioether",-8.3,0.7065,4.756,436.541,1.9854,114.77,2,6,1,0,True,0.867925,0.582667,1.0,no_major_descriptor_risk,0.5,,,,N#C[C@H]1CC2CSCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N2C1,-8.3,scaffold_55484d7a,0.2790697674418607,1.0,0.583659,51,hold_for_review,0,not_selected
CAND_7f998a5652,v5_3_model_guided_macrocycle,JAK2_1a53985c87,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CCCOCCC3(C#N)CN(C3)C1=O)CC2,JWVNLZBTGGODGF-IBGZPJMESA-N,True,True,True,464.57,2.6867,124.0,2,6,0,0.6177,4.287,O=C1NCC(=O)N2CC(CCOCCCC3(CC3)c3cnc4[nH]cc1c4n3)C2,18,True,False,True,"v5_3_model_guided_anchor_pair=15-24;anchor_scores=0.691,0.691;linker_length=6;target_ring=17;linker_prob=0.248;chemotype=oxa",-8.3,0.6177,4.287,464.57,2.6867,124.0,2,6,0,0,True,0.827965,0.634778,1.0,no_major_descriptor_risk,0.5,,,,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CCCOCCC3(C#N)CN(C3)C1=O)CC2,-8.3,scaffold_b896e2ee,0.2790697674418607,1.0,0.583484,52,hold_for_review,46,backup_candidate
CAND_d7295004a0,v5_3_model_guided_macrocycle,JAK2_69b6c7ad6e,N#C[C@@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)CNCC3CC32)C1,OCXBEBDLAHWVLE-SEBUGHOLSA-N,True,True,True,419.489,0.6993,126.8,3,6,1,0.6245,4.911,O=C1N[C@@H](C(=O)N2CCCC2)C2CC2CNCC2(CC2)c2cnc3[nH]cc1c3n2,13,True,False,True,"v5_3_model_guided_anchor_pair=19-25;anchor_scores=0.691,0.079;linker_length=3;target_ring=12;linker_prob=0.278;chemotype=aza",-8.4,0.6245,4.911,419.489,0.6993,126.8,3,6,1,0,True,0.831025,0.565444,1.0,no_major_descriptor_risk,0.5,,,,N#C[C@@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)CNCC3CC32)C1,-8.4,scaffold_c7b040f6,0.30232558139534893,1.0,0.581836,53,hold_for_review,47,backup_candidate
